evidence,gocategory,id,pubmed,qualifier,term,gene,ontology,category
IDA,CC,GO:0005634,11283269,located_in,nucleus,ARID4A,CC,
IEA,CC,GO:0005634,,located_in,nucleus,ARID4A,CC,
NAS,CC,GO:0005634,28554894,located_in,nucleus,ARID4A,CC,
TAS,CC,GO:0005634,8414517,located_in,nucleus,ARID4A,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,ARID4A,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,ARID4A,CC,
IDA,CC,GO:0005886,,located_in,plasma membrane,ARID4A,CC,
IDA,CC,GO:0017053,11283269,part_of,transcription repressor complex,ARID4A,CC,
NAS,CC,GO:0070822,28554894,part_of,Sin3-type complex,ARID4A,CC,
IDA,CC,GO:0005634,34937945,is_active_in,nucleus,HELQ,CC,
IEA,CC,GO:0005634,,located_in,nucleus,HELQ,CC,
IEA,CC,GO:0005694,,located_in,chromosome,HELQ,CC,
IDA,CC,GO:0090734,34937945,is_active_in,site of DNA damage,HELQ,CC,
EXP,CC,GO:0005634,23332750,located_in,nucleus,TAF2,CC,
IEA,CC,GO:0005634,,located_in,nucleus,TAF2,CC,
ISS,CC,GO:0005634,,located_in,nucleus,TAF2,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,TAF2,CC,
IBA,CC,GO:0005669,,part_of,transcription factor TFIID complex,TAF2,CC,
IDA,CC,GO:0005669,"[9774672, 10409744, 14580349, 27007846, 29111974]",part_of,transcription factor TFIID complex,TAF2,CC,
IEA,CC,GO:0005669,,part_of,transcription factor TFIID complex,TAF2,CC,
IPI,CC,GO:0005669,23332750,part_of,transcription factor TFIID complex,TAF2,CC,
ISS,CC,GO:0005669,,part_of,transcription factor TFIID complex,TAF2,CC,
IDA,CC,GO:0033276,10373431,part_of,transcription factor TFTC complex,TAF2,CC,
NAS,CC,GO:0033276,10373431,part_of,transcription factor TFTC complex,TAF2,CC,
IDA,CC,GO:0005634,35776542,located_in,nucleus,HAPSTR1,CC,
IEA,CC,GO:0005634,,located_in,nucleus,HAPSTR1,CC,
IDA,CC,GO:0005737,35776542,located_in,cytoplasm,HAPSTR1,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,HAPSTR1,CC,
IEA,CC,GO:0000139,,located_in,Golgi membrane,HRAS,CC,
TAS,CC,GO:0000139,,located_in,Golgi membrane,HRAS,CC,
IEA,CC,GO:0005634,,located_in,nucleus,HRAS,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,HRAS,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,HRAS,CC,
TAS,CC,GO:0005737,10842192,located_in,cytoplasm,HRAS,CC,
TAS,CC,GO:0005789,,located_in,endoplasmic reticulum membrane,HRAS,CC,
IDA,CC,GO:0005794,"[14500341, 21968647]",located_in,Golgi apparatus,HRAS,CC,
IEA,CC,GO:0005794,,located_in,Golgi apparatus,HRAS,CC,
IDA,CC,GO:0005829,,located_in,cytosol,HRAS,CC,
TAS,CC,GO:0005829,,located_in,cytosol,HRAS,CC,
IBA,CC,GO:0005886,,is_active_in,plasma membrane,HRAS,CC,
IDA,CC,GO:0005886,"[14500341, 17724343, 21968647]",located_in,plasma membrane,HRAS,CC,
IEA,CC,GO:0005886,,located_in,plasma membrane,HRAS,CC,
TAS,CC,GO:0005886,"[9020890, 9880516]",located_in,plasma membrane,HRAS,CC,
IEA,CC,GO:0016020,,located_in,membrane,HRAS,CC,
IDA,CC,GO:0036064,,located_in,ciliary basal body,HRAS,CC,
IEA,CC,GO:0048471,,located_in,perinuclear region of cytoplasm,HRAS,CC,
IDA,CC,GO:0098978,12202034,is_active_in,glutamatergic synapse,HRAS,CC,
IMP,CC,GO:0098978,12202034,is_active_in,glutamatergic synapse,HRAS,CC,
IPI,CC,GO:1905360,25695162,part_of,GTPase complex,HRAS,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,PAXBP1,CC,
IEA,CC,GO:0005634,,located_in,nucleus,PAXBP1,CC,
HDA,CC,GO:0005829,16780588,located_in,cytosol,PAXBP1,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,IFT57,CC,
IBA,CC,GO:0005794,,is_active_in,Golgi apparatus,IFT57,CC,
IEA,CC,GO:0005794,,located_in,Golgi apparatus,IFT57,CC,
IEA,CC,GO:0005813,,located_in,centrosome,IFT57,CC,
IBA,CC,GO:0005815,,is_active_in,microtubule organizing center,IFT57,CC,
IEA,CC,GO:0005856,,located_in,cytoskeleton,IFT57,CC,
IBA,CC,GO:0005929,,is_active_in,cilium,IFT57,CC,
IEA,CC,GO:0005929,,located_in,cilium,IFT57,CC,
NAS,CC,GO:0005929,26980730,located_in,cilium,IFT57,CC,
TAS,CC,GO:0005929,,located_in,cilium,IFT57,CC,
IEA,CC,GO:0005930,,located_in,axoneme,IFT57,CC,
IBA,CC,GO:0030992,,part_of,intraciliary transport particle B,IFT57,CC,
IEA,CC,GO:0030992,,part_of,intraciliary transport particle B,IFT57,CC,
IPI,CC,GO:0030992,26980730,part_of,intraciliary transport particle B,IFT57,CC,
ISS,CC,GO:0030992,,part_of,intraciliary transport particle B,IFT57,CC,
IDA,CC,GO:0032391,31637240,located_in,photoreceptor connecting cilium,IFT57,CC,
IEA,CC,GO:0032391,,located_in,photoreceptor connecting cilium,IFT57,CC,
IEA,CC,GO:0036064,,located_in,ciliary basal body,IFT57,CC,
ISS,CC,GO:0036064,,located_in,ciliary basal body,IFT57,CC,
IEA,CC,GO:0042995,,located_in,cell projection,IFT57,CC,
IEA,CC,GO:0044292,,located_in,dendrite terminus,IFT57,CC,
TAS,CC,GO:0097542,,located_in,ciliary tip,IFT57,CC,
IDA,CC,GO:0097546,31637240,located_in,ciliary base,IFT57,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,LTN1,CC,
IBA,CC,GO:0005829,,is_active_in,cytosol,LTN1,CC,
IDA,CC,GO:0005829,"[25578875, 28757607]",located_in,cytosol,LTN1,CC,
IEA,CC,GO:0005829,,located_in,cytosol,LTN1,CC,
IDA,CC,GO:0022626,25578875,is_active_in,cytosolic ribosome,LTN1,CC,
IBA,CC,GO:1990112,,part_of,RQC complex,LTN1,CC,
IDA,CC,GO:1990112,25578875,part_of,RQC complex,LTN1,CC,
IEA,CC,GO:1990112,,part_of,RQC complex,LTN1,CC,
HTP,CC,GO:0005739,34800366,located_in,mitochondrion,HCCS,CC,
IBA,CC,GO:0005739,,is_active_in,mitochondrion,HCCS,CC,
IDA,CC,GO:0005739,11827457,located_in,mitochondrion,HCCS,CC,
IEA,CC,GO:0005739,,is_active_in,mitochondrion,HCCS,CC,
IEA,CC,GO:0005739,,located_in,mitochondrion,HCCS,CC,
IEA,CC,GO:0005743,,located_in,mitochondrial inner membrane,HCCS,CC,
TAS,CC,GO:0005743,8661044,located_in,mitochondrial inner membrane,HCCS,CC,
IEA,CC,GO:0005829,,is_active_in,cytosol,HCCS,CC,
IDA,CC,GO:0016020,23150584,located_in,membrane,HCCS,CC,
IEA,CC,GO:0016020,,located_in,membrane,HCCS,CC,
IDA,CC,GO:0000109,10644440,part_of,nucleotide-excision repair complex,ERCC4,CC,
IBA,CC,GO:0000110,,part_of,nucleotide-excision repair factor 1 complex,ERCC4,CC,
IDA,CC,GO:0000110,10413517,part_of,nucleotide-excision repair factor 1 complex,ERCC4,CC,
IDA,CC,GO:0000781,14690602,located_in,"chromosome, telomeric region",ERCC4,CC,
IDA,CC,GO:0005634,12571280,located_in,nucleus,ERCC4,CC,
IEA,CC,GO:0005634,,located_in,nucleus,ERCC4,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,ERCC4,CC,
IEA,CC,GO:0005694,,located_in,chromosome,ERCC4,CC,
IDA,CC,GO:0070522,"[14690602, 17055345, 32034146]",part_of,ERCC4-ERCC1 complex,ERCC4,CC,
IPI,CC,GO:0070522,16076955,part_of,ERCC4-ERCC1 complex,ERCC4,CC,
HDA,CC,GO:0000781,19135898,located_in,"chromosome, telomeric region",GAR1,CC,
IDA,CC,GO:0000781,24270157,colocalizes_with,"chromosome, telomeric region",GAR1,CC,
IDA,CC,GO:0001650,,located_in,fibrillar center,GAR1,CC,
IEA,CC,GO:0005634,,located_in,nucleus,GAR1,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,GAR1,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,GAR1,CC,
IDA,CC,GO:0005697,29695869,part_of,telomerase holoenzyme complex,GAR1,CC,
NAS,CC,GO:0005697,20351177,part_of,telomerase holoenzyme complex,GAR1,CC,
TAS,CC,GO:0005697,22527283,part_of,telomerase holoenzyme complex,GAR1,CC,
IEA,CC,GO:0005730,,located_in,nucleolus,GAR1,CC,
IEA,CC,GO:0015030,,located_in,Cajal body,GAR1,CC,
IBA,CC,GO:0031429,,part_of,box H/ACA snoRNP complex,GAR1,CC,
IDA,CC,GO:0031429,10757788,part_of,box H/ACA snoRNP complex,GAR1,CC,
IEA,CC,GO:0031429,,part_of,box H/ACA snoRNP complex,GAR1,CC,
TAS,CC,GO:0031429,22527283,part_of,box H/ACA snoRNP complex,GAR1,CC,
TAS,CC,GO:0072589,22527283,part_of,box H/ACA scaRNP complex,GAR1,CC,
IDA,CC,GO:0090661,10757788,part_of,box H/ACA telomerase RNP complex,GAR1,CC,
TAS,CC,GO:0090661,22527283,part_of,box H/ACA telomerase RNP complex,GAR1,CC,
IEA,CC,GO:1990904,,part_of,ribonucleoprotein complex,GAR1,CC,
IDA,CC,GO:0000346,23299939,part_of,transcription export complex,CHTOP,CC,
IEA,CC,GO:0005634,,located_in,nucleus,CHTOP,CC,
IEA,CC,GO:0005654,,located_in,nucleoplasm,CHTOP,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,CHTOP,CC,
IEA,CC,GO:0005730,,located_in,nucleolus,CHTOP,CC,
IBA,CC,GO:0016607,,is_active_in,nuclear speck,CHTOP,CC,
IDA,CC,GO:0016607,23299939,located_in,nuclear speck,CHTOP,CC,
IEA,CC,GO:0016607,,located_in,nuclear speck,CHTOP,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,UBE2S,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,UBE2S,CC,
IDA,CC,GO:0005680,19822757,part_of,anaphase-promoting complex,UBE2S,CC,
TAS,CC,GO:0005829,,located_in,cytosol,UBE2S,CC,
IBA,CC,GO:0000243,,part_of,commitment complex,PRPF39,CC,
IEA,CC,GO:0005634,,located_in,nucleus,PRPF39,CC,
IBA,CC,GO:0005685,,part_of,U1 snRNP,PRPF39,CC,
IBA,CC,GO:0071004,,part_of,U2-type prespliceosome,PRPF39,CC,
IEA,CC,GO:0005634,,located_in,nucleus,PRPF38B,CC,
IEA,CC,GO:0005681,,part_of,spliceosomal complex,PRPF38B,CC,
IBA,CC,GO:0071011,,part_of,precatalytic spliceosome,PRPF38B,CC,
HTP,CC,GO:0005739,34800366,located_in,mitochondrion,NDUFAF4,CC,
IBA,CC,GO:0005739,,is_active_in,mitochondrion,NDUFAF4,CC,
IDA,CC,GO:0005739,18179882,located_in,mitochondrion,NDUFAF4,CC,
IEA,CC,GO:0005739,,located_in,mitochondrion,NDUFAF4,CC,
TAS,CC,GO:0005743,,located_in,mitochondrial inner membrane,NDUFAF4,CC,
IDA,CC,GO:0005829,,located_in,cytosol,NDUFAF4,CC,
IEA,CC,GO:0016020,,located_in,membrane,NDUFAF4,CC,
IDA,CC,GO:0031966,19463981,located_in,mitochondrial membrane,NDUFAF4,CC,
HTP,CC,GO:0005739,34800366,located_in,mitochondrion,PTRH2,CC,
IDA,CC,GO:0005739,15006356,located_in,mitochondrion,PTRH2,CC,
IEA,CC,GO:0005739,,located_in,mitochondrion,PTRH2,CC,
IMP,CC,GO:0005739,22952044,located_in,mitochondrion,PTRH2,CC,
IDA,CC,GO:0005741,27184847,located_in,mitochondrial outer membrane,PTRH2,CC,
IEA,CC,GO:0005741,,located_in,mitochondrial outer membrane,PTRH2,CC,
IBA,CC,GO:0005829,,is_active_in,cytosol,PTRH2,CC,
IMP,CC,GO:0005829,"[15006356, 22952044]",located_in,cytosol,PTRH2,CC,
HDA,CC,GO:0016020,19946888,located_in,membrane,PTRH2,CC,
IEA,CC,GO:0016020,,located_in,membrane,PTRH2,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,KLHL15,CC,
IDA,CC,GO:0005634,27561354,located_in,nucleus,KLHL15,CC,
IEA,CC,GO:0005634,,located_in,nucleus,KLHL15,CC,
IDA,CC,GO:0031463,27561354,part_of,Cul3-RING ubiquitin ligase complex,KLHL15,CC,
IEA,CC,GO:0031463,,part_of,Cul3-RING ubiquitin ligase complex,KLHL15,CC,
IDA,CC,GO:0000785,20592023,located_in,chromatin,PAX6,CC,
IEA,CC,GO:0000785,,located_in,chromatin,PAX6,CC,
ISA,CC,GO:0000785,,located_in,chromatin,PAX6,CC,
IDA,CC,GO:0005634,17291498,located_in,nucleus,PAX6,CC,
IEA,CC,GO:0005634,,located_in,nucleus,PAX6,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,PAX6,CC,
IDA,CC,GO:0005737,17291498,located_in,cytoplasm,PAX6,CC,
IDA,CC,GO:0005829,,located_in,cytosol,PAX6,CC,
IEA,CC,GO:0005739,,located_in,mitochondrion,RAB5IF,CC,
IMP,CC,GO:0005739,31536960,located_in,mitochondrion,RAB5IF,CC,
IEA,CC,GO:0005743,,located_in,mitochondrial inner membrane,RAB5IF,CC,
IEA,CC,GO:0005783,,located_in,endoplasmic reticulum,RAB5IF,CC,
IEA,CC,GO:0005789,,located_in,endoplasmic reticulum membrane,RAB5IF,CC,
IEA,CC,GO:0016020,,located_in,membrane,RAB5IF,CC,
IDA,CC,GO:0160064,36261522,part_of,multi-pass translocon complex,RAB5IF,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,LTV1,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,LTV1,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,LTV1,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,LTV1,CC,
IBA,CC,GO:0005829,,is_active_in,cytosol,LTV1,CC,
IDA,CC,GO:0005829,,located_in,cytosol,LTV1,CC,
TAS,CC,GO:0005829,,located_in,cytosol,LTV1,CC,
IBA,CC,GO:0030688,,part_of,"preribosome, small subunit precursor",LTV1,CC,
IBA,CC,GO:0005789,,is_active_in,endoplasmic reticulum membrane,DNAJC25,CC,
IEA,CC,GO:0016020,,located_in,membrane,DNAJC25,CC,
IDA,CC,GO:0000785,2825025,is_active_in,chromatin,RARA,CC,
IDA,CC,GO:0000785,"[17363140, 21131358]",located_in,chromatin,RARA,CC,
ISA,CC,GO:0000785,,located_in,chromatin,RARA,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,RARA,CC,
IDA,CC,GO:0005634,"[18845237, 19917671, 20080953]",located_in,nucleus,RARA,CC,
IEA,CC,GO:0005634,,located_in,nucleus,RARA,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,RARA,CC,
IEA,CC,GO:0005654,,located_in,nucleoplasm,RARA,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,RARA,CC,
IEA,CC,GO:0005667,,part_of,transcription regulator complex,RARA,CC,
IPI,CC,GO:0005667,"[9430642, 10698945, 20543827, 21152046]",part_of,transcription regulator complex,RARA,CC,
IDA,CC,GO:0005730,,located_in,nucleolus,RARA,CC,
IDA,CC,GO:0005737,19850744,located_in,cytoplasm,RARA,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,RARA,CC,
IDA,CC,GO:0005829,,located_in,cytosol,RARA,CC,
IDA,CC,GO:0005886,2825025,located_in,plasma membrane,RARA,CC,
IDA,CC,GO:0015629,,located_in,actin cytoskeleton,RARA,CC,
IEA,CC,GO:0030425,,located_in,dendrite,RARA,CC,
IDA,CC,GO:0032991,"[19917671, 20080953]",part_of,protein-containing complex,RARA,CC,
IEA,CC,GO:0048471,,located_in,perinuclear region of cytoplasm,RARA,CC,
IBA,CC,GO:0090575,,part_of,RNA polymerase II transcription regulator complex,RARA,CC,
IDA,CC,GO:0090575,1310351,part_of,RNA polymerase II transcription regulator complex,RARA,CC,
NAS,CC,GO:0090575,9430642,part_of,RNA polymerase II transcription regulator complex,RARA,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,ZNF597,CC,
IEA,CC,GO:0005634,,located_in,nucleus,ZNF597,CC,
,,,,,,ABTB2,CC,
IBA,CC,GO:0016020,,is_active_in,membrane,FRRS1,CC,
IEA,CC,GO:0016020,,located_in,membrane,FRRS1,CC,
IDA,CC,GO:0000228,9049244,colocalizes_with,nuclear chromosome,TOP2A,CC,
IEA,CC,GO:0000775,,located_in,"chromosome, centromeric region",TOP2A,CC,
IEA,CC,GO:0000793,,located_in,condensed chromosome,TOP2A,CC,
IEA,CC,GO:0001673,,located_in,male germ cell nucleus,TOP2A,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,TOP2A,CC,
IDA,CC,GO:0005634,"[9155056, 10788521, 10959840, 16611985]",located_in,nucleus,TOP2A,CC,
IEA,CC,GO:0005634,,located_in,nucleus,TOP2A,CC,
IDA,CC,GO:0005654,"[8299728, 9049244]",located_in,nucleoplasm,TOP2A,CC,
IEA,CC,GO:0005654,,located_in,nucleoplasm,TOP2A,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,TOP2A,CC,
IDA,CC,GO:0005730,9049244,NOT located_in,nucleolus,TOP2A,CC,
IDA,CC,GO:0005730,"[8299728, 9155056, 17567603]",located_in,nucleolus,TOP2A,CC,
IDA,CC,GO:0005737,9155056,located_in,cytoplasm,TOP2A,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,TOP2A,CC,
IDA,CC,GO:0005814,9049244,colocalizes_with,centriole,TOP2A,CC,
IDA,CC,GO:0009330,10473615,part_of,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex",TOP2A,CC,
IDA,CC,GO:0032991,16611985,part_of,protein-containing complex,TOP2A,CC,
IDA,CC,GO:1990904,12711669,part_of,ribonucleoprotein complex,TOP2A,CC,
IGI,CC,GO:0000781,9214638,located_in,"chromosome, telomeric region",EZH2,CC,
IDA,CC,GO:0000785,19734898,located_in,chromatin,EZH2,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,EZH2,CC,
IDA,CC,GO:0005634,19144645,located_in,nucleus,EZH2,CC,
IEA,CC,GO:0005634,,located_in,nucleus,EZH2,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,EZH2,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,EZH2,CC,
IEA,CC,GO:0005677,,part_of,chromatin silencing complex,EZH2,CC,
IDA,CC,GO:0005694,19734898,is_active_in,chromosome,EZH2,CC,
IEA,CC,GO:0005721,,located_in,pericentric heterochromatin,EZH2,CC,
IBA,CC,GO:0035098,,part_of,ESC/E(Z) complex,EZH2,CC,
IDA,CC,GO:0035098,"[15385962, 20075857, 23104054, 23273982, 24474760]",part_of,ESC/E(Z) complex,EZH2,CC,
IEA,CC,GO:0035098,,part_of,ESC/E(Z) complex,EZH2,CC,
IEA,CC,GO:0045120,,located_in,pronucleus,EZH2,CC,
IEA,CC,GO:0045202,,located_in,synapse,EZH2,CC,
IDA,CC,GO:0000922,14718566,colocalizes_with,spindle pole,KIF11,CC,
IEA,CC,GO:0000922,,located_in,spindle pole,KIF11,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,KIF11,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,KIF11,CC,
IDA,CC,GO:0005819,19001501,located_in,spindle,KIF11,CC,
TAS,CC,GO:0005819,8548803,located_in,spindle,KIF11,CC,
IDA,CC,GO:0005829,,located_in,cytosol,KIF11,CC,
TAS,CC,GO:0005829,,located_in,cytosol,KIF11,CC,
IEA,CC,GO:0005856,,located_in,cytoskeleton,KIF11,CC,
TAS,CC,GO:0005871,8548803,part_of,kinesin complex,KIF11,CC,
IDA,CC,GO:0005874,21525035,located_in,microtubule,KIF11,CC,
IEA,CC,GO:0005874,,located_in,microtubule,KIF11,CC,
IDA,CC,GO:0005876,14718566,colocalizes_with,spindle microtubule,KIF11,CC,
HDA,CC,GO:0016020,19946888,located_in,membrane,KIF11,CC,
IPI,CC,GO:0032991,17707232,part_of,protein-containing complex,KIF11,CC,
IDA,CC,GO:0036064,,located_in,ciliary basal body,KIF11,CC,
IBA,CC,GO:0072686,,is_active_in,mitotic spindle,KIF11,CC,
IDA,CC,GO:0072686,,located_in,mitotic spindle,KIF11,CC,
IEA,CC,GO:0005634,,located_in,nucleus,XAF1,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,XAF1,CC,
IC,CC,GO:0005737,36394357,is_active_in,cytoplasm,XAF1,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,XAF1,CC,
IBA,CC,GO:0005739,,is_active_in,mitochondrion,XAF1,CC,
IDA,CC,GO:0005739,,located_in,mitochondrion,XAF1,CC,
IEA,CC,GO:0005739,,located_in,mitochondrion,XAF1,CC,
TAS,CC,GO:0005829,,located_in,cytosol,XAF1,CC,
IDA,CC,GO:0005886,12055230,is_active_in,plasma membrane,CX3CR1,CC,
IDA,CC,GO:0005886,,located_in,plasma membrane,CX3CR1,CC,
IEA,CC,GO:0005886,,located_in,plasma membrane,CX3CR1,CC,
TAS,CC,GO:0005886,9390561,located_in,plasma membrane,CX3CR1,CC,
IBA,CC,GO:0009897,,is_active_in,external side of plasma membrane,CX3CR1,CC,
IDA,CC,GO:0009986,28791023,located_in,cell surface,CX3CR1,CC,
IEA,CC,GO:0009986,,located_in,cell surface,CX3CR1,CC,
ISS,CC,GO:0009986,10415068,located_in,cell surface,CX3CR1,CC,
TAS,CC,GO:0009986,24352739,located_in,cell surface,CX3CR1,CC,
IEA,CC,GO:0016020,,located_in,membrane,CX3CR1,CC,
ISS,CC,GO:0032809,,located_in,neuronal cell body membrane,CX3CR1,CC,
ISS,CC,GO:0043005,,located_in,neuron projection,CX3CR1,CC,
ISS,CC,GO:0048471,,located_in,perinuclear region of cytoplasm,CX3CR1,CC,
ISS,CC,GO:0097447,,located_in,dendritic tree,CX3CR1,CC,
TAS,CC,GO:0160056,,located_in,macropinosome membrane,CX3CR1,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,PRCC,CC,
IDA,CC,GO:0005634,11717438,located_in,nucleus,PRCC,CC,
IEA,CC,GO:0005634,,located_in,nucleus,PRCC,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,PRCC,CC,
IDA,CC,GO:0016607,,located_in,nuclear speck,PRCC,CC,
IEA,CC,GO:0005634,,located_in,nucleus,WDR46,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,WDR46,CC,
IBA,CC,GO:0005730,,is_active_in,nucleolus,WDR46,CC,
IDA,CC,GO:0005730,,located_in,nucleolus,WDR46,CC,
IEA,CC,GO:0005730,,located_in,nucleolus,WDR46,CC,
IBA,CC,GO:0032040,,part_of,small-subunit processome,WDR46,CC,
IDA,CC,GO:0032040,34516797,part_of,small-subunit processome,WDR46,CC,
IDA,CC,GO:0000922,"[10751153, 19261606]",located_in,spindle pole,KATNA1,CC,
IEA,CC,GO:0000922,,located_in,spindle pole,KATNA1,CC,
IBA,CC,GO:0005737,,is_active_in,cytoplasm,KATNA1,CC,
IDA,CC,GO:0005737,"[19261606, 26929214]",located_in,cytoplasm,KATNA1,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,KATNA1,CC,
IEA,CC,GO:0005813,,located_in,centrosome,KATNA1,CC,
IBA,CC,GO:0005819,,is_active_in,spindle,KATNA1,CC,
IDA,CC,GO:0005819,19261606,located_in,spindle,KATNA1,CC,
IEA,CC,GO:0005819,,located_in,spindle,KATNA1,CC,
IEA,CC,GO:0005856,,located_in,cytoskeleton,KATNA1,CC,
IEA,CC,GO:0005874,,located_in,microtubule,KATNA1,CC,
IEA,CC,GO:0008352,,part_of,katanin complex,KATNA1,CC,
IPI,CC,GO:0008352,26929214,part_of,katanin complex,KATNA1,CC,
NAS,CC,GO:0015630,28436967,located_in,microtubule cytoskeleton,KATNA1,CC,
IDA,CC,GO:0030496,19261606,located_in,midbody,KATNA1,CC,
IEA,CC,GO:0030496,,located_in,midbody,KATNA1,CC,
IEA,CC,GO:0072686,,located_in,mitotic spindle,KATNA1,CC,
IDA,CC,GO:0097431,26929214,located_in,mitotic spindle pole,KATNA1,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,WDR47,CC,
IEA,CC,GO:0005856,,located_in,cytoskeleton,WDR47,CC,
IEA,CC,GO:0005874,,located_in,microtubule,WDR47,CC,
IEA,CC,GO:0030424,,located_in,axon,WDR47,CC,
IEA,CC,GO:0030425,,located_in,dendrite,WDR47,CC,
IEA,CC,GO:0030426,,located_in,growth cone,WDR47,CC,
IEA,CC,GO:0043005,,located_in,neuron projection,WDR47,CC,
IEA,CC,GO:0043025,,located_in,neuronal cell body,WDR47,CC,
IBA,CC,GO:0000421,,is_active_in,autophagosome membrane,GABARAPL1,CC,
TAS,CC,GO:0000421,,located_in,autophagosome membrane,GABARAPL1,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,GABARAPL1,CC,
IGI,CC,GO:0005739,20200478,colocalizes_with,mitochondrion,GABARAPL1,CC,
IDA,CC,GO:0005776,15292400,located_in,autophagosome,GABARAPL1,CC,
IEA,CC,GO:0005776,,located_in,autophagosome,GABARAPL1,CC,
IEA,CC,GO:0005783,,located_in,endoplasmic reticulum,GABARAPL1,CC,
IEA,CC,GO:0005794,,located_in,Golgi apparatus,GABARAPL1,CC,
IDA,CC,GO:0005829,,located_in,cytosol,GABARAPL1,CC,
TAS,CC,GO:0005829,,located_in,cytosol,GABARAPL1,CC,
IEA,CC,GO:0005856,,located_in,cytoskeleton,GABARAPL1,CC,
IEA,CC,GO:0005874,,located_in,microtubule,GABARAPL1,CC,
IDA,CC,GO:0005886,,located_in,plasma membrane,GABARAPL1,CC,
IDA,CC,GO:0005929,,located_in,cilium,GABARAPL1,CC,
IEA,CC,GO:0016020,,located_in,membrane,GABARAPL1,CC,
IEA,CC,GO:0030659,,located_in,cytoplasmic vesicle membrane,GABARAPL1,CC,
IEA,CC,GO:0031410,,located_in,cytoplasmic vesicle,GABARAPL1,CC,
IDA,CC,GO:0036064,,located_in,ciliary basal body,GABARAPL1,CC,
IBA,CC,GO:0005737,,is_active_in,cytoplasm,YRDC,CC,
IDA,CC,GO:0005737,29760464,is_active_in,cytoplasm,YRDC,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,YRDC,CC,
HTP,CC,GO:0005739,34800366,located_in,mitochondrion,YRDC,CC,
IDA,CC,GO:0005739,29760464,is_active_in,mitochondrion,YRDC,CC,
IEA,CC,GO:0005739,,located_in,mitochondrion,YRDC,CC,
IEA,CC,GO:0005886,,located_in,plasma membrane,YRDC,CC,
IEA,CC,GO:0016020,,located_in,membrane,YRDC,CC,
IEA,CC,GO:0000785,,located_in,chromatin,WDR43,CC,
ISS,CC,GO:0000785,,located_in,chromatin,WDR43,CC,
IDA,CC,GO:0001650,24219289,located_in,fibrillar center,WDR43,CC,
IEA,CC,GO:0001650,,located_in,fibrillar center,WDR43,CC,
IEA,CC,GO:0005634,,located_in,nucleus,WDR43,CC,
IEA,CC,GO:0005654,,located_in,nucleoplasm,WDR43,CC,
ISS,CC,GO:0005654,,located_in,nucleoplasm,WDR43,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,WDR43,CC,
IBA,CC,GO:0005730,,is_active_in,nucleolus,WDR43,CC,
IDA,CC,GO:0005730,"[17699751, 24219289]",located_in,nucleolus,WDR43,CC,
IEA,CC,GO:0005730,,located_in,nucleolus,WDR43,CC,
